Glyma2.0	root	stem	flower	root_hairs	leaves	nodules	pod	seed	shoot_apical_meristem
Glyma.01g032100	16.14	16.31	12.28	16.91	10.85	12.96	16.04	10.11	9.11
Glyma.01g032200	1.79	1.42	0.4	1.71	0.45	1.13	1.14	5.05	2.64
Glyma.01g032300	9.16	6.35	5.32	4.1	9.33	3.72	5.45	2.16	1.85
Glyma.01g032400	3.12	0.21	0.3	0.28	0.54	0.64	0.46	0	0.25
Glyma.01g032500	18.19	29.82	17.72	40.98	29.69	30.97	27.31	37.53	21.84
Glyma.01g032600	2.95	19.62	10.14	7.27	0.56	0.1	4.27	10.38	28.45
Glyma.01g032700	0	0	0.07	0	0	0	0	0.86	0.35
Glyma.01g032800	0	0.47	0.16	0.19	0	0	0	0	2.3
Glyma.01g032900	0.6	3.19	4.79	0.94	0.56	0.92	1.59	1.38	1.24
Glyma.01g033000	1.82	4.66	8.04	2.05	0.69	1.56	2.9	2.6	1.84
Glyma.01g033100	0.09	0	0.04	0	0	0.01	0	0	0
Glyma.01g033200	0.17	1.03	2.83	0.05	1.31	0.15	1.76	1.57	1.12
Glyma.01g033300	2.76	3.64	10.56	0.63	10.65	1.16	5.84	2.27	2.84
Glyma.01g033400	7.6	6.19	16.47	0.54	17.77	2.52	7.77	2.47	5.3
Glyma.01g033500	0.03	0.32	0.94	0	0.02	0	0.88	13.59	0.45
Glyma.01g033600	0	0	0	0	0	0	0	0	0
Glyma.01g033700	2.49	6.47	1.58	2.94	2.78	3.61	9.47	1.06	15.91
Glyma.01g033800	5.97	31.73	9.55	5.71	57.74	10.37	42.15	4.17	17.23
Glyma.01g033900	0.76	19.01	16.81	1.1	5.51	0.89	6.38	3.41	5.81
Glyma.01g034000	162.71	35.99	60.09	39.88	2.36	0.99	23.97	0.17	135.27
Glyma.01g034100	0.27	4.57	0.48	0.68	0.86	1.24	5.62	1.28	1.39
Glyma.01g034200	0.11	0.52	0.34	0.16	2.12	0.08	1.97	0.04	1.91
Glyma.01g034300	8.66	8.89	1.53	9.54	4.47	7	3.73	6.53	2.58
Glyma.01g034400	0.23	0.86	0.11	0.23	0.67	0.49	0.8	0.02	2.23
Glyma.01g034500	0.07	0	0.06	0.33	0	0.12	0.18	0.6	0
Glyma.01g034600	5.81	1.82	0.78	3.24	0.22	5.17	0.35	0.01	0.72
Glyma.01g034700	0	0	0.01	0	2.54	0	0.03	0	0.06
Glyma.01g034800	0	0	0	0	0.51	0	0	0.02	0.04
Glyma.01g034900	1.53	4.29	1.56	1.01	0.44	0.88	4.81	9.58	9.01
Glyma.01g035000	0.38	0.63	0.98	0.18	0.04	1.38	9.61	3.94	6.08
Glyma.01g035100	46.28	33.15	6.82	44.44	16.78	107.28	31.72	38.93	15.87
Glyma.01g035200	0.15	0.08	0.24	0	0	0	0.35	0.18	0.08
Glyma.01g035300	3.38	1.56	1.5	1.98	5.66	4.39	8.67	0.36	1.01
Glyma.01g035400	0.1	0.08	0.13	0.14	0.11	0.1	0.29	0.19	0.04
Glyma.01g035500	14.82	1.67	0	4.57	0	1.72	1.93	4.44	11.71
Glyma.01g035600	4.31	3.8	0.27	2.39	0.11	0.98	1.1	5.35	8.93
Glyma.01g035700	1.78	4.68	1.73	3.67	11.78	2.06	3.23	3.72	6.94
Glyma.01g035800	0.09	0.12	0.13	0.01	0.84	0.11	0.21	0.59	0.26
Glyma.01g035900	0	0.02	0	0	0	0	0	0.02	0.04
Glyma.01g036000	1.22	0.41	13.43	0.22	2.85	0.02	0.44	0.94	3.55
Glyma.01g036100	0.15	0.05	0.69	0.05	0.03	0.03	0.01	0.02	0.1
Glyma.01g036200	1.83	2.31	2.73	2.49	8.47	1.64	1.93	3.02	2.9
Glyma.01g036300	26.32	1.81	0.23	44.71	2.82	7.11	0.03	0	0.05
Glyma.01g036400	0	0	0	0	0	0	0	0.29	0
Glyma.01g036500	9.09	10.34	9.53	13.97	14.42	21.3	19.11	12.04	11.83
Glyma.01g036600	18.02	0.29	0.02	6.75	0.31	10.94	0	0	0
Glyma.01g036700	16.02	12.31	9.44	13.35	13.2	11.42	10.35	8.53	9.61
Glyma.01g036800	3.13	0.2	3.47	4.99	4.1	4.45	0.61	0.01	0.03
Glyma.01g036900	3.82	0.41	2.67	2.6	411.65	1.59	0.36	0.17	0.7
Glyma.01g037000	0	0	0	0	1.03	7.52	0	0	0
Glyma.01g037100	0.29	0	0	0.27	0.12	34.06	0	0	0
Glyma.01g037200	21.7	0.32	1.32	6	18.9	4.19	0.2	0.06	0.66
Glyma.01g037300	23.38	23.41	17.53	17.77	18.86	18.58	32.35	18.13	14.29
Glyma.01g037400	3.14	2.67	5.12	3.42	3.97	4.77	4.15	5.47	3.96
Glyma.01g037500	16.47	1.55	0.68	18.84	0.27	3.74	0.34	0.94	2.69
Glyma.01g037600	0.99	0.3	0.72	0.76	1.41	1.17	0.08	0.08	0.94
Glyma.01g037700	7.98	4.65	2.76	10.04	7.84	6.4	1.3	3.53	6.13
Glyma.01g037800	1.08	8.7	0.52	1.55	2.44	3.08	0.58	0.38	0.48
Glyma.01g037900	17.1	5.84	4.52	8.08	7.74	5.49	6.33	3.01	2.67
Glyma.01g038000	0.47	1.16	0.53	1.27	0.32	0.51	1.55	0.43	0.96
Glyma.01g038100	1.65	4.64	3.42	1.96	9.7	1.8	2.8	1.55	4.14
Glyma.01g038200	7.89	6.53	10.97	9.29	12.71	7.38	7.45	6.19	5.52
Glyma.01g038300	9.24	10.04	13.9	10.85	13.92	11.65	12.04	11.05	7.98
Glyma.01g038400	1.41	2.17	1.24	4.08	0.7	2.74	5.56	8.92	5.17
Glyma.01g038500	9.43	4.29	3.83	5.12	4.99	5.76	2.01	1.71	2.69
Glyma.01g038600	1.23	8.36	6.1	6.85	66.14	4.58	7.01	6.87	6.54
Glyma.01g038700	5.24	7.81	10.8	4.98	9.8	4.71	8.56	6.2	5.81
Glyma.01g038800	27.82	25.09	18.08	21.9	18.94	16.22	17.74	11.35	15.16
Glyma.01g038900	0.7	6.68	1.04	1.45	2.23	3.3	1.95	1.58	3.61
Glyma.01g039000	0.47	0.94	0.76	0.07	1.97	0.25	2.25	0.5	2.53
Glyma.01g039100	11.43	11.37	12.79	8.65	22.52	14.27	10.74	12.16	11.77
Glyma.01g039200	3.89	5.36	3.9	7.08	3.17	2.77	6.25	4.44	6.93
Glyma.01g039300	0.01	0.33	0.06	0.03	0.01	0.02	0.1	0.08	0.06
Glyma.01g039400	0.22	0.13	0.13	0.17	0.05	0.3	0.2	0.25	0.36
Glyma.01g039500	11.22	7.98	7.46	3.98	2.63	3.98	2.26	0.61	5.63
Glyma.01g039600	0.48	11.85	0.14	1.47	0.15	1.83	0.64	0.5	2.07
Glyma.01g039700	0	0	0.01	0.01	0	0.01	0.03	0.08	0
Glyma.01g039800	2.22	2.79	0.97	1.85	2.38	2.48	5.02	7.19	2.3
Glyma.01g039900	2.39	2.29	0.91	8.03	0.56	7.28	1.37	1.88	2.1
Glyma.01g040000	20.14	32.67	36.37	13.67	17.76	12.72	26	21.37	30.82
Glyma.01g040100	0.11	0.03	0.02	0	0.06	0	0	0	1.5
Glyma.01g040200	4.49	16.79	4.66	3.56	142.85	0.08	4.64	76.31	65.52
Glyma.01g040300	2.38	5.48	8.85	5.08	7.16	1.86	9.23	10.42	7.07
Glyma.01g040400	8.22	5.99	31.68	5.64	14.9	6.23	3.11	2.25	2.04
Glyma.01g040500	1.84	3.21	0.9	3.32	2.19	2.41	3.93	4.71	7.13
Glyma.01g040600	3.22	1.68	1.8	1.08	0.88	0.73	0.6	2.87	0.17
Glyma.01g040700	1.68	7.12	17.6	3.14	38.32	7.64	1.01	0	2.91
Glyma.01g040800	0	0	0	0	0	1.36	0	0	0
Glyma.01g040900	0.79	0.21	1.47	0.53	0.43	0.86	0.15	0.36	0.09
Glyma.01g041000	2.74	0	5.14	0.68	1.47	1.69	0	1.4	0
Glyma.01g041100	0.06	0.03	1.9	0.2	0.1	0.07	0.07	0.15	0.06
Glyma.01g041200	0	5.13	4.72	1.23	0.03	8.77	0.42	0.33	0
Glyma.01g041300	6.38	11.77	7.4	18.56	17.73	13.26	12.63	20.51	11.53
Glyma.01g041400	0.79	0.53	63.96	1.4	17.22	2.16	2.43	5.7	6.12
Glyma.01g041500	0.6	1.43	1.84	1.09	3.34	1.26	1.57	1.93	1.93
Glyma.01g041600	2.92	3.83	3.44	4.23	3.67	3.26	2.98	4.55	3.5
Glyma.01g041700	49.2	24.27	10.43	17.83	16.76	6.54	9.09	2.52	12.08
Glyma.01g041800	0	0	0	0	0	0	0	0	0
Glyma.01g041900	0	0	0	0	0	0	0	0.03	0
Glyma.01g042000	0	0	0	0	0	0	0	0	0
Glyma.01g042100	1.24	0.42	0.41	1.42	1.32	0.7	0.29	0.96	0.05
Glyma.01g042200	0.04	0.15	0.05	0.14	0.13	0.06	0.02	0.04	0
Glyma.01g042300	2.96	7.69	16.88	3.42	35.79	6.68	11.9	2.77	6.44
Glyma.01g042400	7.14	13.82	7.09	9.01	15.22	9.15	12.05	13.33	11.54
Glyma.01g042500	0.22	0.03	0.46	0.07	0	0.04	0.02	0.1	0
Glyma.01g042600	0.03	0.02	0.17	0.02	0	0	0.1	0.02	0
Glyma.01g042700	0.02	0.23	139.92	0	0	0	0.01	0	0
Glyma.01g042800	42.39	34.02	43.76	21.77	39	23.72	25.47	15.77	17.9
Glyma.01g042900	1.39	1.19	1.29	1.18	0.69	0.91	1.18	1.37	1.02
Glyma.01g043000	1.11	2.68	1.09	1.52	4.9	1.11	2.62	2.26	2.9
Glyma.01g043100	0.02	0	0.11	0.01	0.4	0.01	0.1	0.15	0.03
Glyma.01g043200	0	0	0.02	0	0	0	0	0	0
Glyma.01g043300	10.76	0	0	0.17	0.01	1.94	0	0	0
Glyma.01g043400	0.82	0.14	0.25	4.36	0.03	15.54	0.93	35.48	0.08
Glyma.01g043500	0	0	0.06	0.06	0	0.17	0.03	0.28	0
Glyma.01g043600	1.19	5.56	1.03	12	2.02	11.51	0.5	1.23	2.3
Glyma.01g043700	0.08	0.6	0.2	0.08	0.07	0.16	0.48	0.02	0.9
Glyma.01g043800	3.72	7.08	3.89	4.41	5.43	6.04	6.64	7.69	6.59
Glyma.01g043900	0.28	0.47	4.47	0.46	1.56	0.61	2.33	0.63	0.16
Glyma.01g044000	2.12	16.59	23.4	1.66	55.91	0.97	36.26	151.82	33.94
Glyma.01g044100	29.5	5.12	12.72	7.37	13.45	5.93	3.59	4.15	4.37
Glyma.01g044200	27	11.97	12.47	18.35	27.77	18.02	20.48	18.59	7.63
Glyma.01g044300	0.44	2.1	0.37	1.08	2.53	1.22	2.5	0.39	2.4
Glyma.01g044400	0.65	1.78	0.6	2.8	2.63	1.79	3.73	0.57	2.32
Glyma.01g044500	0.05	1.43	1.23	0.25	23.76	0.13	3.84	0.5	3.6
Glyma.01g044600	9.37	28.96	2.96	25.9	3.99	9.76	10.11	2.89	25.32
Glyma.01g044700	0	0	0	0	0	0	0	0	0
Glyma.01g044800	1.84	0.48	3.53	6.07	0.06	1.68	0.12	4.36	1.76
Glyma.01g044900	1.57	0.62	1.18	0.84	1.66	1.1	0.73	0.75	1.01
Glyma.01g045000	0	0	0.15	0.53	0	0.93	0	0	0
Glyma.01g045100	20.12	7.29	39.81	12.42	13.64	14.32	7.53	7.36	4.31
Glyma.01g045200	19.79	8.47	53.54	4.62	16.07	4.79	6.19	0.65	17.38
Glyma.01g045300	2.04	2.28	1.42	2.63	3.14	2.56	2.78	3.52	2.87
Glyma.01g045400	4.27	8.9	2.65	3.49	0.27	2.86	4.11	1.41	17.47
Glyma.01g045500	0.98	8.76	4.05	3.07	15.98	2.72	3.84	1.03	12.55
Glyma.01g045600	0	0	0	0	0	0	0	0	0
Glyma.01g045700	4.99	11.71	6.85	7.07	9.16	9.78	8.52	7.1	5.58
Glyma.01g045800	15.96	10.77	15.27	9.74	6.18	10.31	6.37	6.84	5.91
Glyma.01g045900	0	0	0	0.74	1.3	0.29	0.07	0	0
Glyma.01g046000	9.32	9.42	1.6	12.54	1.99	13.23	4.16	7.63	7.86
Glyma.01g046100	0.03	0.07	0.11	0.04	0.05	0.09	0.14	0.05	0.08
Glyma.01g046200	13.87	9.12	12.79	15.02	9.61	21.58	17.85	40.65	13.32
Glyma.01g046300	109.31	0.03	0.39	53.24	0.09	7.96	0.09	56.36	0.09
Glyma.01g046400	28.6	1.98	0.65	5.83	0.36	7.67	1.57	2.25	3.76
Glyma.01g046500	22.05	11.77	21.4	19.18	16.52	49.87	9.79	7.57	6.29
Glyma.01g046600	0	0.25	0.15	0.23	0.97	1.11	0.65	0.84	0.03
Glyma.01g046700	116.66	32.48	11.87	27.76	3.7	13.21	17.57	7.47	8.96
Glyma.01g046800	0.71	0.01	0	0.21	0	0.28	0	0.03	0
Glyma.01g046900	0.01	0.02	0	0	0	0.01	0.02	0	0
Glyma.01g047000	157.95	131.71	65.07	199.3	98.4	163.35	102.07	421.1	145.25
Glyma.01g047100	8.81	15	19.2	11.91	16.29	13.1	22.75	19.76	9.88
Glyma.01g047200	0.67	0.32	0.19	0.35	0.62	0.32	0.41	0.55	0.23
Glyma.01g047300	0.71	1.33	1.3	1.07	2.4	1.14	0.77	1.12	1.25
Glyma.01g047400	0.6	0.5	0.59	0.8	0.83	0.45	0.54	0.5	0.84
Glyma.01g047500	0	0	0	0	0	0	0	0	0
Glyma.01g047600	6.45	4.36	1.63	0.87	0.48	1.19	1.37	0.53	0.3
Glyma.01g047700	50.02	19.88	45.41	14.43	17.86	15.36	13.78	8.56	15.65
Glyma.01g047800	0.39	0.36	0.28	0.23	0.03	0.47	0.24	0.37	0.56
Glyma.01g047900	1.66	0.22	1.08	1.53	8.89	0.17	0.27	3.19	2.48
Glyma.01g048000	0.29	7.66	4.78	0.62	1.58	1.65	6.56	4.42	3.03
Glyma.01g048100	0.26	0.75	0.57	0.42	2.16	0.56	0.78	1.08	0.89
Glyma.01g048200	0	0	0	0	0	0.03	0	0	0
Glyma.01g048300	2.82	0	0.14	0.04	0	0.04	0	0	0
Glyma.01g048400	132.59	0.83	48.72	23.67	0.08	14.8	0.79	0.33	6.73
Glyma.01g048500	6.1	8.85	6.15	5.57	5.93	9.32	4.78	8.18	4.93
Glyma.01g048600	0.31	0.57	0.7	0.76	1.49	0.79	0.59	0.89	0.95
Glyma.01g048700	12.13	9.85	1.62	8.4	2.6	7.35	10.5	2.16	2.99
Glyma.01g048800	0.67	4.33	0.05	1.37	0.23	2.96	0.35	0.29	0.61
Glyma.01g048900	0	0	0	0	0	0	0	0	0
Glyma.01g049000	0	0	0	0	0	0	0	0	0
Glyma.01g049100	1.12	9.97	2.06	2.81	3.53	7.71	5.14	3.21	7.66
Glyma.01g049200	0	0	0.09	0	0.04	0	0.06	0.06	0.3
Glyma.01g049300	0	0.04	0.03	0.04	0	0	0.15	0.08	0.04
Glyma.01g049400	0.77	0.49	0.31	0.17	1.5	0.21	0.53	0.19	0.03
Glyma.01g049500	0.56	0	0.15	0.03	0.77	0	0.02	0	0
Glyma.01g049600	0.08	0.09	0.13	0.02	0.03	0	0.07	0.11	1.77
Glyma.01g049700	1.08	7.55	2.6	3.01	0.68	2.7	5.5	11.52	5.74
Glyma.01g049800	0	0.06	0	0.01	0.12	0	0.05	0.02	0
Glyma.01g049900	2.64	5.35	3.81	3.87	6.8	4.21	5.64	4.2	6.1
Glyma.01g050000	0	0	0	0	0	0	0	0	0
Glyma.01g050100	17.58	347.71	15.68	21.14	23.5	27.46	35.7	6.25	45.23
Glyma.01g050200	0	0.01	0.08	0.05	0	0	0.02	0	0
Glyma.01g050300	0	0	0	0	0	0	0	0	0
Glyma.01g050400	8.9	11.61	4.47	5.66	4.99	5.8	4.83	3.97	7.51
Glyma.01g050500	32.2	21.14	31.79	24.75	12.55	20.21	15.2	9.49	11.95
Glyma.01g050600	0	0	0	0	0	0	0	0	0
Glyma.01g050700	0.64	0	0	0.62	0	1.59	0	0	0
Glyma.01g050800	5.19	0	0	0.51	0	2.56	0	0	0.33
Glyma.01g050900	10.1	4.32	7.11	3.52	58.78	1.52	4.82	3.55	14.06
Glyma.01g051000	0.48	0	0	0	0	0	0	0.01	0
Glyma.01g051100	0	0	0	0	0	0	0	0	0
Glyma.01g051200	0	0	0	0	0	0	0	0	0
Glyma.01g051300	60.92	1.05	121.37	4.41	5.41	9.5	0.11	0	0.58
Glyma.01g051400	6.06	7.28	12.49	9.36	11.33	9.4	9.19	9.69	10.64
Glyma.01g051500	0.15	0.13	0.38	0.17	0.3	0.08	0.22	0.2	0.14
Glyma.01g051600	0	0	0	0	0	0	0	0	0
Glyma.01g051700	1.97	0.23	0.25	0.21	0	0.75	0.18	0.02	11.64
Glyma.01g051800	0	0.14	0.03	0.05	0.03	0	0.1	0.1	0.19
Glyma.01g051900	0.01	0	0	0	0	0.14	0	0	0
Glyma.01g052000	0	0	0	0	0	0	0	0	0
Glyma.01g052100	0	0	0	0	0	0	0	0	0
Glyma.01g052200	6.05	8.52	3.4	8.03	7.02	7.04	6.47	6.31	6.85
Glyma.01g052300	0.06	0.16	0.32	0.15	0.5	0.36	0.23	0.37	0.66
Glyma.01g052400	10.36	7.32	8.12	4.66	7.27	6.86	6.8	5.56	7.05
Glyma.01g052500	2.73	2.38	0.78	2.97	0.85	2.02	2.7	2.21	2.13
Glyma.01g052600	12.01	8.47	6.04	5.82	9.63	7.66	6.38	3.59	8.24
Glyma.01g052700	3.04	1.76	24.19	1.36	17.02	1.5	0.9	0.54	1.01
Glyma.01g052800	23.47	15.06	9.32	11.04	11.16	9.63	10.65	10.24	13.06
Glyma.01g052900	0.07	0.21	0.31	0.05	0.09	0.05	0.73	0.12	0.19
Glyma.01g053000	0	0	0	0	0	0	0	0	0
Glyma.01g053100	0.34	3.21	0.47	0.77	4.25	0.79	3.02	1.27	2.75
Glyma.01g053200	7.64	5.78	5.79	7.38	7.09	7.5	7.35	9.23	8
Glyma.01g053300	1.49	12.3	2.1	5.37	2.79	6.15	6.79	11.15	7.93
Glyma.01g053400	1.43	0.77	0.53	0.91	0.55	1.07	1.32	1.67	0.89
Glyma.01g053500	0.55	0.27	0.18	0.21	0.61	0.83	0.89	0.23	0.29
Glyma.01g053600	0.31	0.18	3.1	0.12	0.01	0.2	0.09	0.09	0.07
Glyma.01g053700	2.12	3.78	2.5	3.39	2.98	3.67	3.02	4.18	4.31
Glyma.01g053800	27.7	2.19	4.87	7.19	4.34	7.68	1.16	0.59	1.85
Glyma.01g053900	0.64	0.17	0	0.14	0.53	0	0.09	0	0
Glyma.01g054000	106.05	25.77	40.69	32.71	5.37	57.52	5.63	13.85	14.82
Glyma.01g054100	0.75	0.89	0.12	1.45	0.02	2.12	0.72	1.02	1.83
Glyma.01g054200	6.78	11.58	8.77	7.29	13.65	7.49	10.05	19.69	14.37
Glyma.01g054300	5.03	7.03	6.7	5.77	9.09	5.02	5.67	3.77	5.03
Glyma.01g054400	16.91	27.03	2.51	22.29	1.78	25.61	12.38	18.44	19.67
Glyma.01g054500	1.27	1.21	0.41	3.14	0.13	1.19	0.46	2.29	1.97
Glyma.01g054600	0	0	0	0	0	0.12	0.06	0.15	0
Glyma.01g054700	0	0	0.01	0	0	0	0	0	0
Glyma.01g054800	5.8	4.11	3.59	5.03	4.68	6.76	3.84	7.34	4.64
Glyma.01g054900	1.21	0.68	0.32	0.71	1.26	0.62	0.8	0.8	0.72
Glyma.01g055000	0.18	0.21	0.49	0.19	0.91	0.22	0.52	1.04	0.5
Glyma.01g055100	0	0	0	0	0	0	0	0	0
Glyma.01g055200	9.19	0.29	0.15	0.57	0	0.3	0.04	0.06	0.35
Glyma.01g055300	5.46	4.35	5.2	3.79	2.69	3.51	4.32	4.4	3.73
Glyma.01g055400	3.41	8.03	5.64	7.07	19.75	3.36	9.45	9.96	20.52
Glyma.01g055500	12.73	6.04	6.3	8.83	6.85	6.7	5.94	12.08	9.71
Glyma.01g055600	0	0	0	0	0	0	0	0	0
Glyma.01g055700	1.21	0.01	0.28	4.48	0.01	7.72	0.04	0.06	0
Glyma.01g055800	0.3	0.38	0.27	0.2	0.21	0.25	0.34	0.21	0.26
Glyma.01g055900	12.47	8.09	11.34	8.17	8.06	7.84	7.07	5.62	6.82
Glyma.01g056000	0.39	0.7	0.48	0.47	0.21	0.71	0.25	0.28	0.19
Glyma.01g056100	6.98	0.26	3.63	1.35	5.99	1.22	9.98	110.89	1.24
Glyma.01g056200	0.06	0.03	0.02	0.09	0.27	0.23	0.11	0.32	0.03
Glyma.01g056300	22.95	32.5	14.9	17.74	17.28	18.25	54.49	16.94	14.38
Glyma.01g056400	0.3	0.31	0.41	0.04	1.91	0	0.51	0.4	0.8
Glyma.01g056500	0	0.18	60.49	0	0	0	0.01	0.05	0
Glyma.01g056600	0	0	0	0	0	0	0	0	0
Glyma.01g056700	0	0	0	0	0	0	0	0	0
Glyma.01g056800	1.86	6.93	1.09	2.71	4.17	8.25	5.08	0.27	0.98
Glyma.01g056900	0.56	1.29	0.2	2.38	0.22	3.61	1	1.87	0.48
Glyma.01g057000	0	0	0	0	0	0	0	0	0
Glyma.01g057100	170.56	88.17	11.58	57.2	12.91	28.19	132.98	57.09	23.37
Glyma.01g057200	0	0	0	0	0	0	0	0	0
Glyma.01g057300	0	0	0	0	0	0	0	0	0
Glyma.01g057400	16.75	10.25	16.46	12.57	22.28	14.78	13.73	20.13	9.09
Glyma.01g057500	6.72	16.97	1.74	8.02	1.6	6.2	4.12	2.79	6.56
Glyma.01g057600	0.15	0.4	0.39	0.6	0.89	0.57	0.32	0.51	0.49
Glyma.01g057700	0.1	0.96	4.91	0.4	1.49	1.33	0.52	1.36	1.17
Glyma.01g057800	0	0	0.05	0	0	0.02	0.01	0	0.04
Glyma.01g057900	0.03	0	0	0	0	0	0	0.01	0.01
Glyma.01g058000	113.73	25.19	23.74	71.86	21.24	53.33	22.76	29.83	33.8
Glyma.01g058100	3.56	8.55	6.09	8.4	11.55	6.62	5.5	3.21	6.94
Glyma.01g058200	2.65	7.34	5.21	9.79	10.89	7.76	8.87	11.56	8.3
Glyma.01g058300	9.99	54.56	24.68	35.14	20.84	22.61	84.62	106.74	40.76
Glyma.01g058400	1.45	1.78	2.32	0.87	0.08	1.03	0.97	9.24	12.49
Glyma.01g058500	90.09	457.93	151.27	33.15	53.03	94.85	93.37	5.04	52.93
Glyma.01g058600	0.33	0.63	2.97	0.37	5.41	0.78	52.5	12.23	1.04
Glyma.01g058700	0.74	1.06	0.81	1.34	1.14	1.13	0.98	1.1	1.58
Glyma.01g058800	0	0	0	0	0	0	0.06	0	0.12
Glyma.01g058900	0	0.64	1.18	0	2.55	0.32	1.39	0.86	1.35
Glyma.01g059000	0.64	1.71	1.17	0.58	1.54	1.05	1	0.89	1.5
Glyma.01g059100	0.32	0.7	0.76	0.66	1.37	0.56	0.89	1.2	2
Glyma.01g059200	6.59	4.66	4.93	5.33	7.2	5.68	5.61	5.35	6.19
Glyma.01g059300	0	0	0	0	0	0	0	0	0
Glyma.01g059400	0.07	0.33	0.01	0.11	0.49	0.04	0.06	0.02	0.03
Glyma.01g059500	0	0.14	0.02	0	0.26	0.11	0.02	0.01	0.2
Glyma.01g059600	0	0	0	0	0	0	0	0	0
Glyma.01g059700	0	0	0	0	1.44	0	0	0.16	0
Glyma.01g059800	0	0	0	0	0	0	0	0	0
Glyma.01g059900	0.44	0.99	0.97	0.93	1.13	0.78	1	1.14	1.62
Glyma.01g060000	0	0	0.08	0	0	0	0	0	0
Glyma.01g060100	0	0	0	0	0	0	0	0	0
Glyma.01g060200	0	0	0	0	0	0	0	0	0
Glyma.01g060300	4.18	1.18	1.18	4.55	2.3	2.07	0.77	3.67	1.86
Glyma.01g060400	0	0	0	0	0	0	0	0	0
Glyma.01g060500	0	0	0	0	0	0	0	0	0
Glyma.01g060600	0.01	0.03	0	0.05	0	0.04	0	0	0
Glyma.01g060700	9.17	9.35	12.68	11.67	7.95	11.33	6.29	8.07	10.09
Glyma.01g060800	0.12	0.15	0.14	0.18	0.16	0.22	0.22	0.3	0.27
Glyma.01g060900	123.79	148.63	64.98	115.68	44.32	91.35	146.01	166.84	105.43
Glyma.01g061000	0.03	11.59	10.49	0.94	0.79	2.6	32.19	27.42	9.56
Glyma.01g061100	1.2	10.99	0.75	5.17	12.94	34.41	2.59	10.14	19.28
Glyma.01g061200	0	0	0.22	0	0	0	0	0	0.38
Glyma.01g061300	0	0	0	0	0	0	0	0	0
Glyma.01g061400	0	0	0	0	0	0	0	0	0
Glyma.01g061500	4.42	7.09	7.61	6.09	7.77	7.04	6.79	13.25	6.43
Glyma.01g061600	0	0	0	0.02	0.03	0	0.09	0.03	0
Glyma.01g061700	3.85	3.51	3.02	2.87	3.71	3.51	2.86	3.33	4.79
Glyma.01g061800	14.55	2.47	6.35	12.16	5.85	6.1	6.12	6.24	2.88
Glyma.01g061900	0	0.03	0.02	0	0	0	1.02	1.27	0
Glyma.01g062000	18.7	16.5	15.07	9.14	17.21	8.58	16.3	13.87	10.08
Glyma.01g062100	1.66	2.1	1.34	2.71	5.47	2.1	3.1	6.29	8.97
Glyma.01g062200	0.77	1.19	0.72	1.36	1.51	1.28	1.17	2.48	1.83
Glyma.01g062300	9.53	7.91	5.55	7.75	8.3	7.96	6.28	5.89	8.44
Glyma.01g062400	1.39	1.79	10.25	2.16	1.08	2.48	18.44	0.12	13.83
Glyma.01g062500	0	0	0	0	0	0	0	0	0
Glyma.01g062600	0	0.08	0.03	0	0.05	0.02	1.81	0	0.03
Glyma.01g062700	0.92	0.47	0.51	0.31	0.05	0	0.19	0	0.12
Glyma.01g062800	0	0	0	0	0	0	0	0	0
Glyma.01g062900	1.33	0.02	0.01	4.7	0	3.04	0.12	0.15	0.18
Glyma.01g063000	332.01	63.62	15	121.71	35.81	59.8	43.98	28.91	29.07
Glyma.01g063100	0.34	2.07	18.75	0.51	7.37	0.92	10.8	13.69	5.79
Glyma.01g063200	0.15	0.26	0.14	0.05	0.11	0.19	0.25	0.06	0.19
Glyma.01g063300	0	0	0	0	0	0	0	0	0
Glyma.01g063400	0	0	0	0	0	0	0	0	0
Glyma.01g063500	0.14	0.03	0.83	0	0	0	0	0	0.44
Glyma.01g063600	2.11	2.46	2.62	2.53	4.12	3.07	3.94	4.35	3.16
Glyma.01g063700	1.34	1.88	1.31	2	2.57	3.01	2.23	1.1	4.62
Glyma.01g063800	0	9.9	0.47	1.44	0.75	1.65	1.49	0.12	2.05
Glyma.01g063900	0	0	0	0	0	0	0	0	0
Glyma.01g064000	0	0.03	0.04	0	0	0	0.16	0.23	0
Glyma.01g064100	21.15	0.09	32.8	0.23	0	0.05	16.89	4.12	0.14
Glyma.01g064200	0	0.26	59.79	0	0.03	0	0.81	0.03	0
Glyma.01g064300	0	0	0	0	0	0	0	0	0
Glyma.01g064400	12.14	5.76	12.36	5.11	8.94	5.78	4.12	4.26	5.13
Glyma.01g064500	2.33	0	0.04	1.86	0	0.67	0.06	0.06	0
Glyma.01g064600	12.74	4.21	23.85	10.83	4.15	9.13	0.5	0.27	4.84
Glyma.01g064700	0	0.05	0	0	0	0	0	0	0
Glyma.01g064800	3.03	0.55	0.17	4.13	0	0.66	0	0.08	0.46
Glyma.01g064900	19.58	6.39	5.19	4.62	6.89	10.4	2.56	2.17	6.39
Glyma.01g065000	0.15	0.03	0	0.11	0	0.21	0.07	0.26	0.03
Glyma.01g065100	17.48	18.94	9.55	15.68	13.31	9.46	13.3	10.35	11.36
Glyma.01g065200	0	0	0	0	0	0	0	0	0
Glyma.01g065300	0	0	0	0	0	0	0	0	0
Glyma.01g065400	0.83	0.42	0.31	0.23	2.55	0	0.8	0.93	4.65
